mfcc_Hindia-Kami Khawatir Kawan_0,mfcc_Hindia-Kami Khawatir Kawan_1,mfcc_Hindia-Kami Khawatir Kawan_2,mfcc_Hindia-Kami Khawatir Kawan_3,mfcc_Hindia-Kami Khawatir Kawan_4,mfcc_Hindia-Kami Khawatir Kawan_5,mfcc_Hindia-Kami Khawatir Kawan_6,mfcc_Hindia-Kami Khawatir Kawan_7,mfcc_Hindia-Kami Khawatir Kawan_8,mfcc_Hindia-Kami Khawatir Kawan_9,mfcc_Hindia-Kami Khawatir Kawan_10,mfcc_Hindia-Kami Khawatir Kawan_11,mfcc_Hindia-Kami Khawatir Kawan_12,mfcc_Hindia-Kami Khawatir Kawan_13,mfcc_Hindia-Kami Khawatir Kawan_14,mfcc_Hindia-Kami Khawatir Kawan_15,mfcc_Hindia-Kami Khawatir Kawan_16,mfcc_Hindia-Kami Khawatir Kawan_17,mfcc_Hindia-Kami Khawatir Kawan_18,mfcc_Hindia-Kami Khawatir Kawan_19,mfcc_Hindia-Kami Khawatir Kawan_20,mfcc_Hindia-Kami Khawatir Kawan_21,mfcc_Hindia-Kami Khawatir Kawan_22,mfcc_Hindia-Kami Khawatir Kawan_23,mfcc_Hindia-Kami Khawatir Kawan_24,mfcc_Hindia-Kami Khawatir Kawan_25,mfcc_Hindia-Kami Khawatir Kawan_26,mfcc_Hindia-Kami Khawatir Kawan_27,mfcc_Hindia-Kami Khawatir Kawan_28,mfcc_Hindia-Kami Khawatir Kawan_29,mfcc_Hindia-Kami Khawatir Kawan_30,mfcc_Hindia-Kami Khawatir Kawan_31,mfcc_Hindia-Kami Khawatir Kawan_32,mfcc_Hindia-Kami Khawatir Kawan_33,mfcc_Hindia-Kami Khawatir Kawan_34,mfcc_Hindia-Kami Khawatir Kawan_35,mfcc_Hindia-Kami Khawatir Kawan_36,mfcc_Hindia-Kami Khawatir Kawan_37,mfcc_Hindia-Kami Khawatir Kawan_38,mfcc_Hindia-Kami Khawatir Kawan_39,mfcc_Hindia-Kami Khawatir Kawan_40,mfcc_Hindia-Kami Khawatir Kawan_41,mfcc_Hindia-Kami Khawatir Kawan_42,mfcc_Hindia-Kami Khawatir Kawan_43,mfcc_Hindia-Kami Khawatir Kawan_44,mfcc_Hindia-Kami Khawatir Kawan_45,mfcc_Hindia-Kami Khawatir Kawan_46,mfcc_Hindia-Kami Khawatir Kawan_47,mfcc_Hindia-Kami Khawatir Kawan_48,mfcc_Hindia-Kami Khawatir Kawan_49,mfcc_Hindia-Kami Khawatir Kawan_50,mfcc_Hindia-Kami Khawatir Kawan_51,mfcc_Hindia-Kami Khawatir Kawan_52,mfcc_Hindia-Kami Khawatir Kawan_53,mfcc_Hindia-Kami Khawatir Kawan_54,mfcc_Hindia-Kami Khawatir Kawan_55,mfcc_Hindia-Kami Khawatir Kawan_56,mfcc_Hindia-Kami Khawatir Kawan_57,mfcc_Hindia-Kami Khawatir Kawan_58,mfcc_Hindia-Kami Khawatir Kawan_59,mfcc_Hindia-Kami Khawatir Kawan_60,mfcc_Hindia-Kami Khawatir Kawan_61,mfcc_Hindia-Kami Khawatir Kawan_62,mfcc_Hindia-Kami Khawatir Kawan_63,mfcc_Hindia-Kami Khawatir Kawan_64,mfcc_Hindia-Kami Khawatir Kawan_65,mfcc_Hindia-Kami Khawatir Kawan_66,mfcc_Hindia-Kami Khawatir Kawan_67
0.99999994,0.5450941,0.5676171,0.59949154,0.58817774,0.5398282,0.44307974,0.667973,0.47684878,0.45843017,0.28987136,0.5703639,0.40667832,0.33925185,0.37216803,0.56769234,0.6440794,0.528214,0.49092323,0.380296,0.42790705,0.5708675,0.5197302,0.56951797,0.46310166,0.56822175,0.3598912,0.60827786,0.5816392,0.61872125,0.6302944,0.55660224,0.6631086,0.30334958,0.31930545,0.37106535,0.4299365,0.5555212,0.31948987,0.50323385,0.37185076,0.35312483,0.48720548,0.47619498,0.44514894,0.57985765,0.40551946,0.48321232,0.41857082,0.45020327,0.43460584,0.48861283,0.38662726,0.4889392,0.42069823,0.42739725,0.3953196,0.33276147,0.43148452,0.44112235,0.46788034,0.3614957,0.55520624,0.55067784,0.46424177,0.5298024,0.9148641,1.0
0.99999994,0.5656237,0.51751965,0.60725844,0.58015865,0.54723614,0.44944045,0.66552883,0.41873538,0.36844617,0.3017176,0.48761487,0.38993785,0.28919855,0.35682455,0.52187353,0.6250962,0.49013472,0.45644578,0.41632938,0.38640642,0.5685476,0.52986765,0.57457185,0.46376133,0.5653687,0.35345083,0.6209312,0.589335,0.61000466,0.63959616,0.5851639,0.6623622,0.28208855,0.30275524,0.34065136,0.33719382,0.50808704,0.28676715,0.4685992,0.3506983,0.33975556,0.45407283,0.48321596,0.3988929,0.5311621,0.3820156,0.486705,0.4063785,0.46644968,0.39826182,0.48562562,0.36034045,0.49448138,0.45003682,0.3930436,0.36684993,0.3074769,0.39632207,0.34719414,0.43091196,0.32432157,0.53880453,0.5455851,0.41712263,0.5257876,0.89858687,1.0
0.99999994,0.5511494,0.5283061,0.58698964,0.57494116,0.5382024,0.4473013,0.6586695,0.39237192,0.41583347,0.26322758,0.53568864,0.3240611,0.2759513,0.28371903,0.5607946,0.6125784,0.43415526,0.5027136,0.37017474,0.41023445,0.568449,0.52189,0.57483965,0.42097563,0.5712672,0.37765828,0.6325352,0.59043866,0.59788245,0.6238243,0.5591967,0.66849756,0.3077085,0.25318986,0.33444366,0.35140434,0.5246414,0.28415406,0.5132052,0.31730226,0.34583578,0.44607654,0.46971187,0.37755075,0.5307761,0.37034082,0.47564554,0.39355144,0.41931364,0.40465134,0.51086175,0.37244743,0.479643,0.4433631,0.45461464,0.36579332,0.32414964,0.44245952,0.3986967,0.46398824,0.3974387,0.5366308,0.54197794,0.43849474,0.53465694,0.91793156,1.0
0.0,0.0,0.018521577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036099687,0.0,0.0316931,0.0,0.0,0.0,0.0,0.078529626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054685205,0.0,0.058298975,0.0,0.05963376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.99999994,1.0,1.0,1.0,0.99999994,0.99999994,1.0,0.99999994,1.0,1.0,1.0,0.99999994,0.9999999,0.9999999,1.0,1.0,1.0,1.0,1.0,0.75960994,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.99999994,0.5115508,0.0,0.60280144,0.67984897,0.5961576,0.5017827,0.73928285,0.3594798,0.22897923,0.013508931,0.37390685,0.0,0.26856324,0.0,0.34026182,0.5491812,0.1743884,0.33437788,0.0,0.3470588,0.71675634,0.4559955,0.54292154,0.37712663,0.66035664,0.35245758,0.5600535,0.63593453,0.6166116,0.5128355,0.51965356,0.715324,0.13437548,0.0,0.2794942,0.0,0.34568053,0.0,0.30584785,0.2957229,0.17573647,0.40010318,0.12829864,0.004059136,0.35255608,0.0142784715,0.40887722,0.31154585,0.40424627,0.41901967,0.5517485,0.375842,0.3083853,0.2090178,0.10771687,0.05112566,0.1347445,0.24112347,0.14897482,0.2797132,0.13942727,0.47609505,0.47417074,0.3078168,0.47705594,0.8981615,1.0
0.99999994,0.62006867,0.87366974,0.7108237,0.66855717,0.63367546,0.64258087,0.7047684,0.5403789,0.53854716,0.55329025,0.7645937,0.70559,0.47042966,0.6655415,0.76414895,0.75554025,0.6931212,0.6671998,1.0,0.3901562,0.6991714,0.6835091,0.56712687,0.5014559,0.6182007,0.5269488,0.6846316,0.69642943,0.7256365,0.6708245,0.6823137,0.6812975,0.55329424,0.54479796,0.516884,0.6671785,0.7105441,0.5845735,0.65819937,0.48901525,0.62838656,0.53177786,0.7143644,0.72037405,0.72656244,0.64562047,0.69070977,0.4567806,0.56399614,0.5507719,0.5619189,0.47660607,0.5333038,0.4958589,0.7036768,0.5105503,0.48626167,0.5759691,0.6450138,0.605331,0.6657157,0.57951576,0.5579523,0.53963596,0.50599986,0.9606893,1.0
0.99999994,0.5565816,0.388332,0.58136344,0.6615589,0.6360905,0.5646158,0.66416764,0.43886623,0.33053488,0.29447758,0.4856,0.28671595,0.29639682,0.35139364,0.47987947,0.6395453,0.33126974,0.3840601,0.46642262,0.41032347,0.6565152,0.55801845,0.599242,0.38005078,0.6049312,0.45828602,0.5717979,0.634735,0.67270917,0.6041179,0.55861145,0.6482596,0.2012986,0.20176515,0.33302557,0.16662565,0.48798627,0.2408553,0.42517462,0.31456584,0.38719916,0.4200336,0.4212034,0.2771427,0.4894704,0.32408044,0.53143656,0.38448486,0.36822972,0.4730032,0.5120019,0.4034303,0.42086038,0.46148297,0.2438736,0.21411562,0.24633072,0.31426734,0.24883792,0.3256724,0.2747491,0.57169545,0.53105694,0.37635097,0.54979116,0.8667334,1.0
0.99999994,0.6952859,0.6100031,0.62863445,0.64550364,0.6890457,0.54513705,0.64804983,0.43933153,0.44482973,0.29683462,0.6025934,0.41550308,0.31765595,0.46205506,0.5959468,0.61452097,0.4807214,0.4914167,0.5124351,0.45778656,0.6377744,0.5665405,0.5626429,0.45909083,0.5947471,0.466491,0.64621985,0.6020709,0.6389417,0.7400316,0.72437114,0.6894488,0.2954908,0.35229567,0.35907215,0.41440526,0.52168584,0.38723782,0.5076441,0.40193582,0.3718384,0.43108717,0.4941893,0.45096332,0.5481975,0.44548327,0.5431568,0.42790103,0.47719592,0.45145434,0.5024723,0.5075741,0.62724644,0.5475183,0.5187911,0.37894416,0.3032321,0.48167148,0.49191296,0.4884801,0.5257795,0.51845866,0.49815243,0.48570573,0.512347,0.9395407,1.0
0.99999994,0.5908378,0.4081658,0.5946866,0.61245245,0.61846924,0.5368959,0.6284311,0.367534,0.35947198,0.25576156,0.49935198,0.31403962,0.2590814,0.37024206,0.4992917,0.5863776,0.42471918,0.4243067,0.3308315,0.43329686,0.61842555,0.53888977,0.56420845,0.40246457,0.56948304,0.40058586,0.612732,0.5856848,0.6290963,0.6258337,0.67951417,0.67909634,0.24629459,0.33416504,0.25631794,0.20485057,0.47495025,0.29547015,0.45682153,0.31466627,0.4163436,0.40632382,0.46880043,0.32613376,0.50102717,0.38709933,0.52446973,0.39996153,0.4523838,0.4524477,0.47049358,0.48867613,0.56440645,0.4237061,0.33964208,0.21980707,0.20632917,0.30598065,0.31985536,0.33192694,0.30757567,0.53161967,0.50675887,0.45682934,0.50424314,0.88661295,1.0
0.99999994,0.4967454,0.43977386,0.5457975,0.60443497,0.5500989,0.52191085,0.61621207,0.30386886,0.3786336,0.19477695,0.5038313,0.33641326,0.24704908,0.32093894,0.48153177,0.55754477,0.30586502,0.44646314,0.3712724,0.40084818,0.60738355,0.513275,0.5316762,0.35179314,0.56587595,0.37797198,0.5099656,0.561741,0.60157347,0.5290809,0.533703,0.6227582,0.13780129,0.31714737,0.16398257,0.26983523,0.4581628,0.28980282,0.45755202,0.26444513,0.33251846,0.39961222,0.39769664,0.33887172,0.50845695,0.3784765,0.48625275,0.35853556,0.3533002,0.43078947,0.43631527,0.38850224,0.4415743,0.36182886,0.35547045,0.27846235,0.19355835,0.3760586,0.3829243,0.4143704,0.36081117,0.53453785,0.48308343,0.415942,0.51780784,0.919303,1.0
0.99999994,0.547175,0.5092262,0.6153449,0.60830104,0.5785328,0.52854276,0.6186147,0.3520533,0.390281,0.19488978,0.5389468,0.34092763,0.2655587,0.33183947,0.5061856,0.57525355,0.38578367,0.46572635,0.5389784,0.42184824,0.603048,0.5375632,0.5311576,0.39407796,0.5733024,0.42860413,0.60446364,0.569378,0.58028656,0.5948263,0.5971673,0.6562769,0.20111692,0.3290125,0.21567068,0.27029166,0.5011572,0.32331258,0.47142327,0.32034016,0.35617414,0.4108215,0.48771966,0.3332795,0.5497615,0.3623802,0.49567208,0.4038089,0.47030988,0.44507527,0.4501221,0.38333988,0.4669038,0.40503138,0.38424432,0.22766486,0.2439902,0.3375517,0.3632796,0.39388594,0.33549315,0.51320875,0.48991373,0.45880154,0.5073501,0.90142125,1.0
0.99999994,0.5029871,0.40578854,0.61026204,0.60805225,0.5775031,0.5089624,0.6291076,0.39178064,0.39669693,0.18509981,0.49268705,0.30152932,0.31718138,0.28610495,0.46815306,0.6362703,0.34545422,0.43126234,0.38489172,0.40399504,0.60555,0.5120121,0.5425756,0.39166194,0.57316834,0.39901316,0.5782875,0.5709901,0.57599986,0.56440854,0.5420228,0.6748831,0.18189302,0.26321566,0.26851523,0.2689119,0.48095807,0.24091771,0.4372389,0.32901645,0.3141723,0.4274676,0.4107812,0.2945749,0.52873456,0.3044861,0.45260468,0.39474133,0.40072435,0.44518882,0.47245118,0.39721653,0.4324945,0.37773994,0.29823187,0.2669724,0.2478461,0.32463807,0.32490602,0.39068317,0.2971031,0.53071326,0.50514233,0.4423235,0.5127091,0.9002427,1.0
0.99999994,0.52765757,0.44371766,0.55504405,0.60030866,0.5786704,0.5053079,0.6315687,0.4226468,0.41191852,0.26849326,0.530944,0.35171807,0.3445297,0.37218642,0.51923585,0.60416263,0.44072437,0.43990934,0.46036327,0.3781693,0.6061719,0.5062757,0.5362029,0.42375118,0.5594023,0.3726767,0.53392637,0.5596511,0.5877731,0.5935176,0.5380174,0.6313647,0.26161167,0.30592963,0.35041875,0.37334096,0.48979336,0.30887425,0.44116205,0.33620766,0.33855087,0.42523065,0.44927555,0.3647993,0.5339882,0.3724332,0.43949303,0.37588292,0.41128352,0.42961532,0.45247155,0.3932141,0.465132,0.40659767,0.36840564,0.29865873,0.24871391,0.37004235,0.38470298,0.4186951,0.31902525,0.52551615,0.4945185,0.43405288,0.50423414,0.9110621,1.0
0.99999994,0.54818153,0.38109455,0.5661419,0.5904785,0.5829989,0.5074193,0.6238886,0.36711842,0.30216524,0.2263076,0.44120994,0.2701918,0.26540497,0.3053246,0.43976116,0.59285915,0.37347624,0.38653228,0.3853334,0.3510201,0.6060997,0.5025526,0.541339,0.40488988,0.5483846,0.3491245,0.5575243,0.5598021,0.5798943,0.5916422,0.567651,0.6266679,0.22667167,0.23735954,0.28825834,0.26887012,0.41924748,0.23710981,0.3703574,0.29198673,0.3041425,0.36258557,0.41279843,0.2824635,0.4500081,0.30474037,0.4168333,0.3627165,0.44131184,0.4067991,0.44506794,0.32883745,0.45541582,0.43035188,0.29824588,0.22589283,0.19318202,0.3299023,0.25419804,0.34791994,0.25051934,0.50090116,0.49636817,0.34671816,0.4895013,0.8971072,1.0
0.99999994,0.5289721,0.44797012,0.57313335,0.5849552,0.56276256,0.5086873,0.61586785,0.34620103,0.3621309,0.21716051,0.48706284,0.28251863,0.27712014,0.28088066,0.48930636,0.5808176,0.34815466,0.44671822,0.38854212,0.35392985,0.6061222,0.50955594,0.5260048,0.37352866,0.5517363,0.34682965,0.55075157,0.5557777,0.5638536,0.56735486,0.5489583,0.65151966,0.245466,0.23478585,0.26069412,0.3229172,0.463027,0.2546891,0.42049932,0.29571676,0.30524176,0.37385565,0.41428426,0.30040324,0.4671262,0.32737967,0.44053432,0.36851135,0.35316843,0.40287337,0.46965125,0.34502503,0.44443598,0.4115102,0.40187502,0.24966542,0.24048,0.37833923,0.32646966,0.42272276,0.3513742,0.51002944,0.49080732,0.38624516,0.49867254,0.9141983,1.0
0.0,0.0,0.014069706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113210544,0.0,0.0,0.0,0.0,0.0,0.0,0.011120796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06599823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04394269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015803993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
