mfcc_The Lantis-Lampu Merah_0,mfcc_The Lantis-Lampu Merah_1,mfcc_The Lantis-Lampu Merah_2,mfcc_The Lantis-Lampu Merah_3,mfcc_The Lantis-Lampu Merah_4,mfcc_The Lantis-Lampu Merah_5,mfcc_The Lantis-Lampu Merah_6,mfcc_The Lantis-Lampu Merah_7,mfcc_The Lantis-Lampu Merah_8,mfcc_The Lantis-Lampu Merah_9,mfcc_The Lantis-Lampu Merah_10,mfcc_The Lantis-Lampu Merah_11,mfcc_The Lantis-Lampu Merah_12,mfcc_The Lantis-Lampu Merah_13,mfcc_The Lantis-Lampu Merah_14,mfcc_The Lantis-Lampu Merah_15,mfcc_The Lantis-Lampu Merah_16,mfcc_The Lantis-Lampu Merah_17,mfcc_The Lantis-Lampu Merah_18,mfcc_The Lantis-Lampu Merah_19,mfcc_The Lantis-Lampu Merah_20,mfcc_The Lantis-Lampu Merah_21,mfcc_The Lantis-Lampu Merah_22,mfcc_The Lantis-Lampu Merah_23,mfcc_The Lantis-Lampu Merah_24,mfcc_The Lantis-Lampu Merah_25,mfcc_The Lantis-Lampu Merah_26,mfcc_The Lantis-Lampu Merah_27,mfcc_The Lantis-Lampu Merah_28,mfcc_The Lantis-Lampu Merah_29,mfcc_The Lantis-Lampu Merah_30,mfcc_The Lantis-Lampu Merah_31,mfcc_The Lantis-Lampu Merah_32,mfcc_The Lantis-Lampu Merah_33,mfcc_The Lantis-Lampu Merah_34,mfcc_The Lantis-Lampu Merah_35,mfcc_The Lantis-Lampu Merah_36,mfcc_The Lantis-Lampu Merah_37,mfcc_The Lantis-Lampu Merah_38,mfcc_The Lantis-Lampu Merah_39,mfcc_The Lantis-Lampu Merah_40,mfcc_The Lantis-Lampu Merah_41,mfcc_The Lantis-Lampu Merah_42,mfcc_The Lantis-Lampu Merah_43,mfcc_The Lantis-Lampu Merah_44,mfcc_The Lantis-Lampu Merah_45,mfcc_The Lantis-Lampu Merah_46,mfcc_The Lantis-Lampu Merah_47,mfcc_The Lantis-Lampu Merah_48,mfcc_The Lantis-Lampu Merah_49,mfcc_The Lantis-Lampu Merah_50,mfcc_The Lantis-Lampu Merah_51,mfcc_The Lantis-Lampu Merah_52,mfcc_The Lantis-Lampu Merah_53,mfcc_The Lantis-Lampu Merah_54,mfcc_The Lantis-Lampu Merah_55,mfcc_The Lantis-Lampu Merah_56,mfcc_The Lantis-Lampu Merah_57,mfcc_The Lantis-Lampu Merah_58,mfcc_The Lantis-Lampu Merah_59,mfcc_The Lantis-Lampu Merah_60,mfcc_The Lantis-Lampu Merah_61,mfcc_The Lantis-Lampu Merah_62,mfcc_The Lantis-Lampu Merah_63,mfcc_The Lantis-Lampu Merah_64,mfcc_The Lantis-Lampu Merah_65,mfcc_The Lantis-Lampu Merah_66,mfcc_The Lantis-Lampu Merah_67,mfcc_The Lantis-Lampu Merah_68,mfcc_The Lantis-Lampu Merah_69,mfcc_The Lantis-Lampu Merah_70,mfcc_The Lantis-Lampu Merah_71,mfcc_The Lantis-Lampu Merah_72,mfcc_The Lantis-Lampu Merah_73
0.5506864,0.48864716,0.5034858,0.49805915,0.6082725,0.46837598,0.46350837,0.4770467,0.50298536,0.6131523,0.49054283,0.5018071,0.471638,0.4855222,0.5699245,0.557219,0.44414407,0.5056762,0.3480149,0.43891743,0.36874187,0.40818816,0.4465152,0.4711014,0.42149368,0.379775,0.40632838,0.35889867,0.5887901,0.541052,0.4651451,0.563286,0.47634378,0.6564353,0.50721717,0.60725987,0.4395734,0.48020503,0.45031312,0.4826364,0.5312425,0.4585958,0.39577928,0.52480423,0.43729645,0.34903598,0.39770558,0.482346,0.41420394,0.39661354,0.43270433,0.38169846,0.32585475,0.37563574,0.3051962,0.5177733,0.3785148,0.38709104,0.42164767,0.33282244,0.2714919,0.44998115,0.49886468,0.47151595,0.4834802,0.45074144,0.41812354,0.46791455,0.47324824,0.4936791,0.4082211,0.49280488,0.52421546,0.64279413
0.5307641,0.40563288,0.5276724,0.16463253,0.56433254,0.37091756,0.20830902,0.5231334,0.4610012,0.45829567,0.40820992,0.4798204,0.3622722,0.5258268,0.503582,0.45898557,0.52043134,0.47339025,0.18788539,0.35466036,0.2335635,0.18254045,0.33114025,0.4542576,0.22470272,0.30434597,0.3004148,0.10330521,0.5098253,0.50858474,0.2181933,0.5101641,0.38113645,0.46572512,0.46990028,0.5537294,0.27843654,0.5378233,0.45692727,0.31523025,0.5788696,0.5010371,0.31159008,0.5227608,0.34867263,0.116327,0.40369812,0.38772115,0.16911802,0.30734295,0.3141506,0.22913411,0.23779255,0.20863496,0.1273359,0.4357557,0.29504398,0.23266707,0.36410493,0.20286627,0.092432484,0.21542308,0.39726925,0.2649951,0.478863,0.3831305,0.23699355,0.40574044,0.46606427,0.37431446,0.3661744,0.43929592,0.36972067,0.6158303
0.5223879,0.44347385,0.49879116,0.42628783,0.5609853,0.45973554,0.44200596,0.48467332,0.5484421,0.5733362,0.5067927,0.45544508,0.479833,0.47092092,0.40936226,0.5233174,0.45604315,0.46030226,0.3722537,0.4031665,0.33592945,0.36502093,0.3821469,0.43695945,0.37123132,0.4135516,0.3423746,0.30720973,0.5526811,0.5062692,0.47164774,0.5486795,0.42445105,0.56776834,0.4872587,0.5462794,0.41875285,0.5129514,0.39502493,0.34548736,0.49731278,0.403355,0.3770272,0.45682722,0.40889898,0.38381127,0.3795123,0.42341492,0.3606497,0.41641402,0.45824486,0.35024506,0.3470024,0.3471317,0.32307068,0.44771576,0.45482802,0.27502108,0.3569651,0.34794945,0.30245775,0.35050374,0.38867563,0.36186078,0.49993834,0.39643523,0.3730648,0.3906945,0.44685313,0.46358615,0.36632454,0.42112792,0.46282724,0.61842656
0.526062,0.45509553,0.48819068,0.28896642,0.5738953,0.37432218,0.25007215,0.48226547,0.45774707,0.4760518,0.4329609,0.4633593,0.36664113,0.5006368,0.5032183,0.44995362,0.48346692,0.441663,0.22052361,0.37372229,0.3087402,0.202591,0.3354704,0.47426623,0.1651718,0.256881,0.2871642,0.22909215,0.4002001,0.51439774,0.18336064,0.52491146,0.3793777,0.39954326,0.45161432,0.5543059,0.30758977,0.5331646,0.4511522,0.37524036,0.5312208,0.43979853,0.24115404,0.49272835,0.40384775,0.19608025,0.38630205,0.38841543,0.21255924,0.21183997,0.28415146,0.19957377,0.39948237,0.34766304,0.19162324,0.43145728,0.32127547,0.23400158,0.3711061,0.32541564,0.19106357,0.27882576,0.37884104,0.3062127,0.45400372,0.39168707,0.23530786,0.4120298,0.4301225,0.37057182,0.37340608,0.43334395,0.41018763,0.59783953
0.5109406,0.44054648,0.4711638,0.44972533,0.54893476,0.4093466,0.40275404,0.49368632,0.44871032,0.5253099,0.42232728,0.40038678,0.43111312,0.4476507,0.43872583,0.49791473,0.441807,0.46477982,0.2859856,0.45292515,0.41192722,0.3474514,0.35165945,0.42169893,0.34221554,0.316848,0.3606362,0.2935223,0.403042,0.48197806,0.28897735,0.5049517,0.3958376,0.51778764,0.47300875,0.48912165,0.37286872,0.48484617,0.4156886,0.33701825,0.5162167,0.3914155,0.33802277,0.48133817,0.5035832,0.3194428,0.32358348,0.41956392,0.31431326,0.3770076,0.31981924,0.30065268,0.3887489,0.36694267,0.25554276,0.40073243,0.35035577,0.3979544,0.34543335,0.36480498,0.31603402,0.30833772,0.37952647,0.33533856,0.44239846,0.38924623,0.27146178,0.38610688,0.4092541,0.42471957,0.355628,0.39644566,0.48987165,0.6193061
0.4895212,0.41172215,0.45097783,0.32229772,0.578138,0.43615642,0.2780259,0.4801612,0.51753336,0.43908885,0.4241922,0.4147923,0.37216133,0.44148374,0.39180833,0.4494688,0.41980183,0.43225414,0.2157422,0.46562272,0.21785165,0.19588196,0.36624685,0.41386583,0.16655448,0.2629513,0.34676266,0.20248844,0.426153,0.5191152,0.1584135,0.49055734,0.37487316,0.41871193,0.47974274,0.53896147,0.32421532,0.4612749,0.40347558,0.30267793,0.5064255,0.4260996,0.25272024,0.49163517,0.47856477,0.07236701,0.37674224,0.39089432,0.22053762,0.2388659,0.307981,0.2153829,0.30937493,0.31900743,0.1932505,0.42103386,0.16022322,0.30745414,0.39050034,0.28617615,0.1849418,0.30252534,0.3694975,0.21827,0.4030654,0.39009818,0.18766044,0.3948841,0.3840466,0.35166344,0.38723347,0.3735965,0.4067912,0.58083785
0.5092232,0.40097114,0.44487992,0.38080716,0.55216146,0.38553935,0.38589132,0.47401676,0.511532,0.52783096,0.39285904,0.40577894,0.41928118,0.48704788,0.4344516,0.43920723,0.4428828,0.40129817,0.23105212,0.4356951,0.27273148,0.22629671,0.32648328,0.40055445,0.2230517,0.30406845,0.33181116,0.26196954,0.43534243,0.5026056,0.34576997,0.5173391,0.3860146,0.5484908,0.42707694,0.52659905,0.35002726,0.50240374,0.4150868,0.29261467,0.5231271,0.46021447,0.32579297,0.46726835,0.42178822,0.16959344,0.36048463,0.39236504,0.25976825,0.23489606,0.32745826,0.2757672,0.32228312,0.3069193,0.29461184,0.40827078,0.24369931,0.23790276,0.36081523,0.30492276,0.22688933,0.27664027,0.36463407,0.3254212,0.4500227,0.38013405,0.2896901,0.38134402,0.41296363,0.37429118,0.34929922,0.3656659,0.4262376,0.57595
0.5214275,0.43181673,0.44712868,0.27170885,0.5449345,0.3718888,0.2576563,0.46795568,0.46048903,0.49080917,0.40966895,0.4143293,0.33401048,0.44704214,0.4432844,0.43520588,0.43666777,0.4178377,0.18252593,0.41923594,0.2448908,0.20765221,0.35834104,0.41206434,0.2251054,0.31261483,0.28614643,0.22570384,0.4945194,0.47527614,0.19338343,0.51208216,0.3728401,0.4861885,0.45379004,0.49470332,0.31294513,0.49130684,0.40270233,0.37075755,0.505133,0.450185,0.23318233,0.46877977,0.48148805,0.20468143,0.36333644,0.4170054,0.18668742,0.25786278,0.36281082,0.2242668,0.3016278,0.25519377,0.21066162,0.44226873,0.27540177,0.1915874,0.3867001,0.258886,0.1445087,0.3278569,0.39352855,0.28704664,0.43363228,0.3979224,0.23616946,0.4086016,0.39786074,0.35140553,0.34707078,0.40596676,0.36273617,0.6005507
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014530733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03712398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037883893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.99999994,0.9999999,0.99999994,1.0,1.0,1.0,1.0000001,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999,1.0,1.0,1.0
0.49833298,0.3412932,0.40478575,0.36097196,0.62765,0.36605796,0.2774689,0.40422845,0.4741437,0.5492132,0.3764722,0.29964826,0.23807055,0.352583,0.4015376,0.45341054,0.37916505,0.41968253,0.062499568,0.2598431,0.17897695,0.16793111,0.21142247,0.31634971,0.0,0.18203227,0.19672096,0.07987662,0.3139018,0.4767171,0.05674626,0.5958938,0.31654716,0.5552615,0.40101862,0.46512118,0.1946098,0.47700873,0.2954963,0.19499934,0.48733184,0.28431314,0.12067525,0.43358004,0.26412904,0.0,0.1897997,0.42038253,0.14933911,0.1614559,0.17372417,0.106551066,0.13364862,0.1534181,0.0,0.35747704,0.09751885,0.23372072,0.18653363,0.1045524,0.067860276,0.06931177,0.28904843,0.19930144,0.3531094,0.25226128,0.11398105,0.29817218,0.3548089,0.30223042,0.18681197,0.34310666,0.33501542,0.5604017
0.42731172,0.43354696,0.46816218,0.5364139,0.7282573,0.5799639,0.6492274,0.58291733,0.63916206,0.64376616,0.6148832,0.617316,0.6522341,0.4657555,0.6182227,0.64890534,0.49596885,0.6771346,0.535795,0.64585066,0.52670443,0.48180568,0.57196105,0.57441396,0.5428883,0.5682721,0.5496929,0.53517133,0.5885911,0.6528322,0.5478841,0.6541737,0.5696529,0.6726649,0.5412515,0.71680325,0.5768959,0.56983316,0.43231863,0.43096203,0.62144244,0.50628406,0.5759394,0.5666192,0.5599929,0.5045222,0.5470259,0.6429337,0.48916358,0.4689647,0.5883997,0.50873214,0.5281526,0.5036473,0.5199506,0.537028,0.64908385,0.55888665,0.5912956,0.53230727,0.53886515,0.6269343,0.54397744,0.51175576,0.5167178,0.53853333,0.5286304,0.518278,0.5467423,0.5539191,0.5704546,0.57584506,0.68482,0.67007804
0.5606018,0.4911533,0.52205986,0.28115886,0.6304058,0.41791967,0.372709,0.5109921,0.4758299,0.4401154,0.4349647,0.45522603,0.39080393,0.45812467,0.4189003,0.4205898,0.42008874,0.41728565,0.19604117,0.44026724,0.19498336,0.16945413,0.33184355,0.37740412,0.08776349,0.27710864,0.28509006,0.12228874,0.43010378,0.53089726,0.21223733,0.56826127,0.37961367,0.4257523,0.45820972,0.5037207,0.2992053,0.52174264,0.39528304,0.27645594,0.54030037,0.40529162,0.25130102,0.4660729,0.4296798,0.11015706,0.36495382,0.3828525,0.2134307,0.15098189,0.2872816,0.23027754,0.28176248,0.2216982,0.15058753,0.35475203,0.1965757,0.18292004,0.36114016,0.24713007,0.13351455,0.17834066,0.3383692,0.23306692,0.4190865,0.3518672,0.21440504,0.36002326,0.3707977,0.2622025,0.35708943,0.39554262,0.47484937,0.6142924
0.5614836,0.48707968,0.5039397,0.49855703,0.63183725,0.4681437,0.46265393,0.49668553,0.5002264,0.58374697,0.50794303,0.51943815,0.46406853,0.4847293,0.5707947,0.59218305,0.45238015,0.52980965,0.38816223,0.46590164,0.3510318,0.38927644,0.43065327,0.4760586,0.39002055,0.36710617,0.43260515,0.32710874,0.56235284,0.53614926,0.42693496,0.5736171,0.4785294,0.6043602,0.50697416,0.5960988,0.4450051,0.48948953,0.47135103,0.46823657,0.5395941,0.45961285,0.37163863,0.52294374,0.44291452,0.36165237,0.40060636,0.47696197,0.39723063,0.38614866,0.440374,0.3715944,0.33416465,0.33884433,0.29557762,0.5182074,0.382337,0.4143628,0.42384323,0.32514963,0.25119036,0.47544265,0.49569932,0.48355258,0.47011852,0.43712264,0.41357338,0.4650635,0.46242076,0.475119,0.4233237,0.508747,0.5628316,0.6337553
0.5148447,0.41255638,0.53462875,0.20093344,0.58178246,0.38929227,0.24860477,0.51960355,0.45340493,0.46495885,0.3993934,0.5107363,0.34495926,0.532798,0.5150882,0.47795343,0.5221367,0.4929711,0.20962778,0.40120474,0.23038232,0.16956341,0.33048743,0.4609225,0.23839591,0.32960263,0.3054174,0.09943521,0.51070267,0.5134422,0.21111082,0.50996774,0.37024805,0.45957616,0.4728657,0.5536401,0.32073608,0.5381442,0.45257178,0.32906497,0.58717096,0.5117804,0.30967557,0.5235288,0.35368118,0.13821685,0.4076639,0.38723993,0.2508613,0.30344602,0.31809682,0.23526436,0.24808203,0.18247631,0.14362335,0.45423856,0.29063195,0.24998613,0.37573525,0.19651799,0.11851226,0.19187243,0.40722826,0.3280082,0.46456882,0.35255182,0.25706464,0.38993606,0.457783,0.38221994,0.35862815,0.46417361,0.47531283,0.6235728
0.52824235,0.43504897,0.5103201,0.42475158,0.5719829,0.47780412,0.47241378,0.490665,0.543901,0.5505554,0.512201,0.49205187,0.454326,0.4721633,0.42575213,0.51184833,0.45251945,0.49060792,0.34856638,0.44770473,0.3205291,0.38100743,0.37537014,0.42511117,0.39991117,0.41211608,0.35843018,0.2970671,0.5526724,0.50139505,0.3871966,0.56057966,0.41887668,0.5438462,0.4970261,0.53624356,0.43055344,0.5086358,0.40554965,0.35367006,0.5157882,0.42143154,0.35001692,0.46825847,0.4106974,0.3715716,0.38315606,0.42911828,0.397634,0.42820287,0.43950397,0.3557069,0.3418464,0.34712154,0.2887813,0.44080403,0.48124248,0.3011827,0.3749372,0.3118772,0.30969194,0.34433928,0.40255076,0.38336965,0.4765869,0.38366544,0.35996044,0.37358403,0.44327083,0.42993134,0.37220904,0.4195983,0.5528553,0.62141263
0.5369569,0.46615088,0.50106937,0.292707,0.57333463,0.3884942,0.28893605,0.46657053,0.45082852,0.46883705,0.4349842,0.48389012,0.38422835,0.5013106,0.4946159,0.47554293,0.48178765,0.46461642,0.2564541,0.43277156,0.30885825,0.24848564,0.33283362,0.46592152,0.1425559,0.25632164,0.3060179,0.26255745,0.41063318,0.5149111,0.14269894,0.5288956,0.3782154,0.41703945,0.4611977,0.55081475,0.329857,0.52439845,0.45877683,0.40763295,0.54474527,0.4471414,0.2644635,0.5045932,0.40800554,0.2250735,0.38942254,0.41367012,0.2754332,0.21344319,0.25825647,0.20274535,0.38136297,0.31354004,0.18687902,0.43081412,0.34052134,0.27428702,0.37721115,0.2830364,0.22647727,0.2694659,0.39017433,0.33442757,0.44681156,0.35859454,0.2611224,0.40497652,0.42865336,0.37733087,0.3692097,0.42070204,0.49527952,0.6005959
0.50421184,0.43723658,0.48279896,0.4304384,0.546476,0.42144606,0.40201926,0.4803336,0.4511983,0.5152864,0.42456308,0.4361353,0.4150337,0.4645039,0.4359186,0.51235783,0.44197845,0.49188027,0.3031059,0.48103467,0.4006632,0.3651088,0.3399857,0.4305623,0.28159708,0.32950637,0.35742706,0.29915825,0.41364968,0.4791699,0.3017885,0.48982596,0.39035028,0.4818789,0.46226794,0.47698754,0.36276817,0.48371205,0.4217678,0.34160876,0.52442056,0.402808,0.3346949,0.4781288,0.51975507,0.339007,0.31860232,0.43619493,0.33732003,0.35512334,0.3156869,0.2983044,0.3713141,0.3461627,0.25662565,0.40643883,0.35685718,0.40226007,0.35107917,0.34341756,0.2995453,0.319058,0.3904638,0.3612344,0.43773463,0.40146387,0.29377374,0.37840346,0.39861274,0.38178286,0.3494083,0.38115975,0.5005165,0.6145564
0.49006006,0.4235224,0.44872397,0.3160259,0.58724403,0.44853938,0.2991095,0.47751775,0.50930715,0.47284317,0.44324672,0.44132844,0.36282775,0.4539753,0.38689533,0.4617839,0.42428687,0.45238855,0.25792485,0.48678532,0.23172584,0.21513842,0.37607938,0.43172872,0.11060477,0.26343575,0.34562647,0.23373236,0.4264445,0.51133764,0.16386822,0.49542305,0.38298708,0.41814747,0.47934407,0.5322087,0.3543123,0.46052778,0.41080192,0.3294409,0.5138399,0.43280455,0.24616876,0.49025026,0.47059935,0.09404309,0.3777707,0.38437548,0.2997217,0.21139175,0.31062692,0.21119294,0.29409552,0.27844712,0.2015783,0.42855194,0.17769283,0.30565348,0.40151867,0.26470688,0.17633468,0.2976922,0.35548127,0.27200922,0.39635724,0.3558116,0.23038451,0.39749575,0.36929756,0.3554074,0.38563815,0.36959445,0.4785164,0.5998702
0.5220261,0.40884066,0.44253162,0.40372765,0.5723272,0.4209452,0.39860183,0.4765095,0.50733083,0.5203997,0.3991065,0.41848123,0.4012131,0.4896422,0.43573138,0.46175447,0.44755393,0.43458974,0.2513959,0.46579492,0.2620375,0.24678318,0.33471578,0.4122486,0.17734283,0.32940033,0.31962648,0.2602174,0.4248573,0.49268773,0.3132032,0.5173534,0.39930263,0.5404842,0.4355963,0.54051346,0.36268705,0.5042289,0.4174055,0.3042167,0.53105575,0.46477723,0.29541203,0.47445372,0.4224123,0.19424105,0.36418283,0.39187497,0.33528784,0.21005738,0.3253507,0.26383266,0.32067606,0.29973817,0.3000789,0.3988671,0.26149485,0.21603787,0.37263325,0.30525088,0.23541726,0.28424639,0.35408175,0.3335654,0.44074562,0.39368075,0.30333444,0.36517102,0.41145837,0.3714739,0.35235447,0.37661827,0.4989053,0.58278465
0.534112,0.437207,0.45160314,0.2852571,0.56206936,0.38815203,0.27317604,0.48256338,0.46446192,0.47450638,0.40755704,0.43843615,0.33388567,0.45039403,0.45084977,0.4675722,0.43957454,0.4317809,0.20344055,0.45528877,0.25399733,0.22191142,0.38022867,0.40755942,0.21888822,0.30791792,0.29892567,0.25285652,0.47661343,0.4718957,0.17266689,0.5024062,0.36698446,0.47786936,0.46314916,0.497822,0.3582591,0.49671355,0.40598637,0.3799313,0.5078038,0.44291463,0.24391742,0.48120078,0.4763505,0.21929371,0.35120586,0.41890717,0.24480574,0.26278722,0.35210055,0.23819427,0.2882891,0.24397013,0.23998626,0.43205655,0.31378007,0.24024777,0.37950882,0.2599972,0.17657314,0.31376174,0.38662398,0.33939418,0.437336,0.37425512,0.2557207,0.4111102,0.38284868,0.3531393,0.35675022,0.4177829,0.45472166,0.6067553
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02996169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034843534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.99999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0000001,0.99999994,0.99999994,1.0,1.0,1.0000001,0.99999994,1.0,1.0,1.0,0.99999994,1.0,0.99999994,1.0,1.0,0.99999994,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0000001,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0000001,1.0,0.9999999,0.99999994,1.0,1.0,1.0,1.0,1.0,0.99999994,0.99999994,0.99999994,1.0,1.0,1.0,1.0,1.0000001,1.0,0.9999999,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,1.0,0.99999994,0.99999994,1.0
0.5052615,0.3474692,0.40063334,0.38471296,0.6327739,0.37281933,0.2567971,0.40390858,0.4681314,0.52255505,0.38512295,0.31450665,0.22965357,0.35176706,0.42435503,0.45860323,0.37314296,0.4470078,0.07161617,0.22786635,0.19763073,0.21176071,0.25259858,0.3056473,0.0,0.1521412,0.21232063,0.08410095,0.34796178,0.48797524,0.04207486,0.5879146,0.30579808,0.5287781,0.4046213,0.4843449,0.1672619,0.4779883,0.2832438,0.18495864,0.48724478,0.29624483,0.10676202,0.42863923,0.26927346,0.0,0.22247848,0.4169611,0.16100928,0.15023118,0.13843955,0.113285646,0.15886255,0.12762192,0.0016721487,0.37042797,0.14372423,0.21739271,0.2196658,0.14564484,0.071634576,0.075844675,0.28997374,0.19197063,0.33766955,0.26351693,0.106040284,0.29512334,0.36715275,0.29927784,0.2205495,0.36555147,0.3377397,0.54852223
0.4242922,0.41599676,0.47094926,0.5331627,0.7391479,0.58615255,0.64071643,0.5920744,0.6515988,0.6466246,0.6232924,0.6321577,0.6907953,0.4664585,0.6414827,0.6557807,0.48680505,0.6766721,0.5364461,0.6703369,0.51826406,0.4967091,0.59482557,0.5564811,0.5640472,0.5580536,0.5727651,0.50886905,0.58930206,0.6556829,0.50267327,0.64375204,0.5519302,0.6597368,0.53789806,0.72635496,0.60133874,0.5670395,0.42355046,0.43282017,0.61995506,0.51347464,0.5910814,0.5630627,0.5872631,0.49372637,0.54577863,0.6253524,0.527827,0.47763216,0.56328416,0.5082009,0.52823913,0.49055025,0.50775665,0.5422394,0.6515374,0.5883357,0.5957029,0.56488085,0.515777,0.59326404,0.5473673,0.539077,0.49837172,0.5502024,0.56581885,0.5077385,0.5702174,0.58561635,0.5828472,0.5778924,0.6871759,0.667974
0.56028336,0.48578018,0.5176985,0.31779826,0.63813615,0.4314445,0.39218935,0.5053228,0.47756195,0.43497875,0.44454202,0.45768106,0.42383966,0.4612512,0.4433132,0.4201368,0.41967466,0.42760837,0.21682364,0.48714128,0.20055906,0.23072621,0.34290317,0.37231293,0.114442036,0.27705613,0.31207636,0.12113648,0.43021777,0.53856295,0.1902264,0.5568797,0.36204058,0.46066558,0.46672374,0.51465446,0.3211628,0.52188474,0.40246516,0.2751162,0.5357086,0.43531042,0.26988673,0.46531537,0.43933365,0.085439526,0.39677337,0.38806295,0.2366797,0.14388296,0.25336224,0.26404333,0.2895399,0.2141107,0.12691195,0.38123125,0.18465461,0.19214636,0.38325435,0.26954284,0.15306054,0.18837842,0.33979243,0.24544495,0.41007867,0.35434672,0.2319877,0.340951,0.40081075,0.3148796,0.3755418,0.39843783,0.4872051,0.62292325
0.5649389,0.4815377,0.51368105,0.4842686,0.6326159,0.47543085,0.47325623,0.50665414,0.487207,0.55781853,0.5053707,0.5146182,0.4767436,0.49252638,0.6003728,0.59182835,0.4558551,0.5259127,0.3808274,0.4839779,0.33202392,0.39290598,0.4417755,0.46765262,0.3868763,0.38168767,0.45408532,0.2899975,0.5327591,0.55168635,0.3801534,0.56019056,0.46494025,0.565742,0.51252186,0.5891212,0.44796264,0.48849002,0.47345567,0.46165055,0.5322916,0.46693134,0.3586864,0.5009225,0.45760304,0.37474683,0.43163317,0.49506527,0.40985078,0.38295186,0.43968266,0.3749799,0.32393038,0.32825813,0.27374914,0.5157237,0.37603736,0.3937359,0.45459324,0.3686441,0.26773888,0.48291954,0.48867485,0.49102473,0.46455246,0.4515281,0.40384132,0.4588325,0.478306,0.48867285,0.44891137,0.514953,0.55367035,0.6405125
0.5136718,0.42346865,0.50806755,0.23764616,0.56988686,0.38436148,0.29488745,0.5079947,0.4344918,0.4875213,0.40635237,0.5101366,0.37313053,0.53446996,0.5458072,0.48365453,0.5262804,0.47693732,0.23129326,0.40763322,0.22761017,0.19923824,0.36521986,0.44205722,0.24966398,0.3354501,0.31420892,0.106759846,0.5206632,0.50967836,0.22998646,0.50095814,0.35980237,0.46920875,0.46172923,0.5549521,0.3489316,0.5406376,0.43601483,0.33970618,0.5873493,0.51697516,0.29976037,0.5244357,0.36372533,0.1374155,0.42146888,0.38470855,0.30809605,0.3086004,0.29773164,0.23263139,0.24888086,0.16885155,0.12181985,0.4685749,0.27409157,0.25108653,0.39634755,0.23718154,0.14841309,0.18462822,0.40442944,0.34475392,0.4432534,0.3533183,0.2571996,0.40819627,0.4589334,0.40038532,0.37714556,0.45459795,0.48230493,0.62233216
0.531122,0.44138142,0.5205814,0.43896037,0.57955396,0.47798592,0.45819554,0.4996079,0.5414652,0.5313233,0.51887566,0.48387763,0.45584422,0.47265548,0.44654655,0.50759447,0.4506129,0.49624187,0.3545668,0.47905907,0.30216765,0.4057993,0.39412552,0.39707032,0.41007304,0.41121638,0.37043136,0.28418964,0.57155174,0.49830744,0.36928326,0.5541945,0.4043621,0.5289178,0.49571162,0.5444326,0.43977052,0.50679696,0.40354487,0.36551124,0.5159354,0.43688828,0.34498549,0.48214617,0.4436576,0.35991803,0.38421157,0.41192165,0.39578107,0.4309746,0.4420684,0.32392514,0.32337338,0.34302235,0.2473444,0.442322,0.4405406,0.3355785,0.3906079,0.35053402,0.30110604,0.32458353,0.39597645,0.36180037,0.45390573,0.38787293,0.3377257,0.38371524,0.4504251,0.40695828,0.3838357,0.41325513,0.5340453,0.6116923
