mfcc_Hindia-Rumah Ke Rumah_0,mfcc_Hindia-Rumah Ke Rumah_1,mfcc_Hindia-Rumah Ke Rumah_2,mfcc_Hindia-Rumah Ke Rumah_3,mfcc_Hindia-Rumah Ke Rumah_4,mfcc_Hindia-Rumah Ke Rumah_5,mfcc_Hindia-Rumah Ke Rumah_6,mfcc_Hindia-Rumah Ke Rumah_7,mfcc_Hindia-Rumah Ke Rumah_8,mfcc_Hindia-Rumah Ke Rumah_9,mfcc_Hindia-Rumah Ke Rumah_10,mfcc_Hindia-Rumah Ke Rumah_11,mfcc_Hindia-Rumah Ke Rumah_12,mfcc_Hindia-Rumah Ke Rumah_13,mfcc_Hindia-Rumah Ke Rumah_14,mfcc_Hindia-Rumah Ke Rumah_15,mfcc_Hindia-Rumah Ke Rumah_16,mfcc_Hindia-Rumah Ke Rumah_17,mfcc_Hindia-Rumah Ke Rumah_18,mfcc_Hindia-Rumah Ke Rumah_19,mfcc_Hindia-Rumah Ke Rumah_20,mfcc_Hindia-Rumah Ke Rumah_21,mfcc_Hindia-Rumah Ke Rumah_22,mfcc_Hindia-Rumah Ke Rumah_23,mfcc_Hindia-Rumah Ke Rumah_24,mfcc_Hindia-Rumah Ke Rumah_25,mfcc_Hindia-Rumah Ke Rumah_26,mfcc_Hindia-Rumah Ke Rumah_27,mfcc_Hindia-Rumah Ke Rumah_28,mfcc_Hindia-Rumah Ke Rumah_29,mfcc_Hindia-Rumah Ke Rumah_30,mfcc_Hindia-Rumah Ke Rumah_31,mfcc_Hindia-Rumah Ke Rumah_32,mfcc_Hindia-Rumah Ke Rumah_33,mfcc_Hindia-Rumah Ke Rumah_34,mfcc_Hindia-Rumah Ke Rumah_35,mfcc_Hindia-Rumah Ke Rumah_36,mfcc_Hindia-Rumah Ke Rumah_37,mfcc_Hindia-Rumah Ke Rumah_38,mfcc_Hindia-Rumah Ke Rumah_39,mfcc_Hindia-Rumah Ke Rumah_40,mfcc_Hindia-Rumah Ke Rumah_41,mfcc_Hindia-Rumah Ke Rumah_42,mfcc_Hindia-Rumah Ke Rumah_43,mfcc_Hindia-Rumah Ke Rumah_44,mfcc_Hindia-Rumah Ke Rumah_45,mfcc_Hindia-Rumah Ke Rumah_46,mfcc_Hindia-Rumah Ke Rumah_47,mfcc_Hindia-Rumah Ke Rumah_48,mfcc_Hindia-Rumah Ke Rumah_49,mfcc_Hindia-Rumah Ke Rumah_50,mfcc_Hindia-Rumah Ke Rumah_51,mfcc_Hindia-Rumah Ke Rumah_52,mfcc_Hindia-Rumah Ke Rumah_53,mfcc_Hindia-Rumah Ke Rumah_54,mfcc_Hindia-Rumah Ke Rumah_55,mfcc_Hindia-Rumah Ke Rumah_56,mfcc_Hindia-Rumah Ke Rumah_57,mfcc_Hindia-Rumah Ke Rumah_58,mfcc_Hindia-Rumah Ke Rumah_59,mfcc_Hindia-Rumah Ke Rumah_60,mfcc_Hindia-Rumah Ke Rumah_61,mfcc_Hindia-Rumah Ke Rumah_62,mfcc_Hindia-Rumah Ke Rumah_63,mfcc_Hindia-Rumah Ke Rumah_64,mfcc_Hindia-Rumah Ke Rumah_65,mfcc_Hindia-Rumah Ke Rumah_66,mfcc_Hindia-Rumah Ke Rumah_67,mfcc_Hindia-Rumah Ke Rumah_68
1.0,0.5786829,0.6214337,0.60126436,0.51533693,0.61395675,0.6188383,0.38870966,0.55819124,0.4908969,0.6004334,0.5449164,0.54748523,0.45904624,0.5332842,0.41681573,0.4926765,0.56814504,0.57162905,0.59071326,0.55593723,0.57746536,0.57591265,0.5671366,0.5263828,0.5990352,0.2940888,0.5251792,0.44467458,0.58416,0.55194056,0.51834685,0.4483226,0.445385,0.46755528,0.341125,0.525626,0.43130606,0.49927467,0.34245303,0.47408825,0.25755534,0.6084407,0.4495247,0.55118036,0.53495824,0.69777143,0.7313745,0.7015661,0.7128092,0.54451257,0.5248543,0.39222804,0.42326814,0.35554796,0.5793124,0.40895507,0.35381186,0.20112379,0.5486524,0.4002414,0.4888845,0.5061163,0.46327063,0.40474552,0.54369944,0.42965043,0.35981506,0.4865569
1.0,0.54596335,0.60181195,0.5612085,0.478407,0.5580173,0.59430397,0.31210905,0.53513336,0.4384201,0.54241806,0.5170759,0.52126503,0.37511182,0.50342953,0.37899604,0.50493675,0.53283685,0.5806851,0.5903164,0.5328446,0.561337,0.54583037,0.5444003,0.47823283,0.5842574,0.2582017,0.47551158,0.4114667,0.5461426,0.49655035,0.45240504,0.4448587,0.41495597,0.41690597,0.2812221,0.5337332,0.42395616,0.48862675,0.3290138,0.47139052,0.17695317,0.5781208,0.39474303,0.53224665,0.53106505,0.70599276,0.7260818,0.6986695,0.7249452,0.5441612,0.507669,0.32818863,0.37962317,0.3350753,0.54719275,0.3895192,0.29145077,0.21134919,0.52088153,0.41076368,0.50940436,0.49839815,0.45066452,0.3805911,0.55850255,0.39506584,0.3298844,0.5099044
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059140056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,0.9999999,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,0.9796437,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99999994,1.0,1.0,1.0,0.99999994,1.0000001,1.0,1.0,1.0,0.99999994,1.0,1.0
1.0,0.5087088,0.5766912,0.5089628,0.36906466,0.50158644,0.56234384,0.45632643,0.3501254,0.19643706,0.49673042,0.55987436,0.4178975,0.38822967,0.5277637,0.14521486,0.37415725,0.40878895,0.5591724,0.6458018,0.4733136,0.52835995,0.36285853,0.5587544,0.20864645,0.6778219,0.016246572,0.44489035,0.3848257,0.47046095,0.28540635,0.2684632,0.21484682,0.3771619,0.345416,0.211014,0.5552301,0.25475043,0.34113738,0.07632193,0.19130644,0.11547869,0.48937637,0.35290328,0.3273009,0.55853236,0.8014262,0.83942425,0.78352374,0.8911945,0.52003795,0.5078817,0.16285762,0.22620228,0.0,0.46585885,0.22906062,0.20312735,0.1309993,0.46022806,0.15071662,0.45362505,0.56228936,0.57385075,0.30821383,0.468233,0.2828481,0.23590171,0.36634058
1.0,0.52837616,0.5986763,0.7175861,0.6219304,0.6145395,0.5982561,0.4380201,0.68726534,0.62385285,0.6389824,0.577231,0.75973296,0.5102287,0.61913794,0.37221038,0.55353427,0.62296313,0.5728982,0.65796053,0.57526803,0.5480318,0.59132624,0.616984,0.72656065,0.6235562,0.49706793,0.640899,0.50066364,0.65786076,0.5160918,0.5873669,0.588511,0.5844699,0.5228503,0.38438636,0.66427505,0.4184153,0.54778737,0.5234579,1.0,0.27172846,0.6078122,0.48500526,0.55791134,0.5536478,0.7636379,0.79066,0.7374165,0.80462086,0.56516117,0.54440147,0.4130476,0.46494764,0.58974695,0.5925374,0.58039325,0.40873134,0.33144644,0.56448054,0.454817,0.63523746,0.56752944,0.5577972,0.4441377,0.5726081,0.40635943,0.32789,0.48670682
1.0,0.5830577,0.617208,0.564548,0.52861804,0.5367884,0.5625012,0.3819254,0.43403077,0.36711425,0.5222581,0.5473373,0.37411192,0.39971662,0.48255008,0.2399498,0.4776921,0.50529385,0.551853,0.6247802,0.47692382,0.5619147,0.44786096,0.610982,0.40698954,0.6332622,0.1565813,0.53111017,0.46061236,0.49516472,0.367084,0.42589727,0.3981551,0.3905569,0.44454443,0.2791466,0.55318594,0.4038868,0.3776612,0.17628801,0.49788132,0.10564113,0.6058119,0.37559482,0.5016823,0.5374266,0.7241357,0.7442614,0.7062463,0.76897764,0.50222147,0.5249294,0.27445307,0.38517824,0.22394584,0.48945335,0.3743575,0.29315358,0.15790032,0.4898159,0.27169797,0.4646677,0.52718806,0.5317576,0.4232088,0.4533372,0.3910251,0.3661076,0.49348098
1.0,0.5895815,0.62502545,0.58723235,0.65067923,0.6193667,0.61954826,0.5176631,0.612188,0.50212747,0.6039028,0.59528774,0.67717695,0.5227807,0.63481295,0.45094836,0.5669402,0.5585125,0.57108694,0.6136398,0.570195,0.5814487,0.5502059,0.61759317,0.61328673,0.62573344,0.3476112,0.6275134,0.42686027,0.62044346,0.43397397,0.653466,0.64416474,0.4421618,0.37440315,0.37823403,0.6110874,0.49077797,0.5602967,0.41198456,0.6500828,0.27248672,0.6831548,0.5090907,0.6609292,0.6213663,0.70848566,0.72690517,0.7064283,0.7590823,0.56795514,0.5762193,0.4427908,0.51126635,0.5262166,0.5565955,0.4741298,0.39779872,0.3143202,0.62690675,0.38580278,0.55889857,0.5365683,0.5776739,0.4425182,0.61595285,0.48397195,0.41651118,0.4951677
1.0,0.51526517,0.5787804,0.5130416,0.46759573,0.54448617,0.5601886,0.44540346,0.4765187,0.39511,0.5155661,0.50981486,0.4419483,0.37896487,0.5341218,0.33310544,0.46938753,0.47843784,0.5637716,0.5831311,0.5004835,0.52547777,0.52086604,0.59476596,0.47733456,0.60274935,0.1819857,0.5872586,0.4424707,0.54254943,0.40975922,0.47861186,0.46952906,0.41594252,0.30033144,0.28915396,0.5165095,0.34132597,0.4277537,0.20705542,0.29562753,0.10918995,0.5363823,0.42506477,0.48102537,0.5373562,0.6982507,0.71906316,0.6999551,0.7508868,0.4752523,0.49799967,0.26106834,0.37773824,0.24065349,0.4421412,0.3318218,0.20854867,0.14142674,0.43688878,0.2756925,0.46522018,0.5111696,0.5341408,0.35103458,0.45452398,0.3506269,0.262177,0.42948565
1.0,0.51432246,0.53859967,0.48624825,0.39190096,0.5136412,0.5030564,0.372905,0.45122254,0.38445047,0.49656808,0.4344912,0.5082821,0.30890322,0.3736472,0.2502416,0.4227896,0.49834573,0.5354628,0.5569977,0.44966865,0.48867998,0.42149913,0.5605906,0.5566242,0.59076846,0.22284347,0.48405024,0.45311967,0.42753163,0.41311693,0.3656888,0.3984709,0.39791483,0.27435005,0.28375784,0.47326776,0.26172528,0.41158774,0.26859784,0.26913655,0.07832969,0.43869624,0.33101112,0.3614329,0.44289508,0.69984716,0.7313927,0.7005336,0.74301213,0.49261233,0.4769368,0.2923391,0.31568745,0.3554315,0.49267173,0.38507167,0.1798242,0.18633917,0.49765408,0.33322164,0.49283808,0.50670964,0.5287523,0.38810003,0.4930406,0.4197605,0.32352507,0.40823027
1.0,0.5112017,0.5845125,0.5915224,0.5576424,0.58356524,0.55291706,0.4589824,0.5043544,0.37037897,0.53605795,0.5127439,0.5112272,0.43617448,0.5222933,0.29906705,0.45658627,0.51446486,0.536892,0.55607116,0.5187967,0.54497814,0.49896944,0.567226,0.4903152,0.5934395,0.28613925,0.5720517,0.4362351,0.51059616,0.4574418,0.44741005,0.43765578,0.42581764,0.38941512,0.39127308,0.55618626,0.3481516,0.47162703,0.2433799,0.57706004,0.24645968,0.5478477,0.5031813,0.5157299,0.50200814,0.69631064,0.72779393,0.69227546,0.7371096,0.4667825,0.48707122,0.3722643,0.41612166,0.25965896,0.51552874,0.3290643,0.37189224,0.17445347,0.4940334,0.27643704,0.454666,0.4711083,0.49445334,0.35647082,0.44847274,0.40762147,0.34135807,0.46014908
1.0,0.5188343,0.58918756,0.5309488,0.4154162,0.50441927,0.5348963,0.44081482,0.51291674,0.39147872,0.4809464,0.5313301,0.47163978,0.37454024,0.5052905,0.23859015,0.47122604,0.50327945,0.5207816,0.557341,0.4917596,0.51691186,0.45302045,0.58621854,0.49150276,0.5863944,0.22388935,0.502878,0.41806874,0.5031542,0.42029524,0.39300984,0.3389302,0.4162561,0.37547034,0.2650224,0.5662457,0.27437496,0.4176324,0.2864981,0.44539934,0.15828949,0.51868534,0.42384535,0.45234403,0.5047903,0.6911592,0.7343023,0.69911593,0.7294483,0.47686335,0.48126316,0.29362997,0.39279145,0.33133692,0.48757258,0.34120488,0.29319623,0.19278443,0.4725935,0.31043336,0.49371254,0.47892383,0.4737945,0.3468658,0.48538074,0.33841324,0.27636197,0.46653685
1.0,0.56157976,0.60065037,0.5427215,0.44147134,0.5381565,0.54452693,0.45977154,0.51168925,0.40722126,0.5045128,0.5235852,0.5143423,0.4023038,0.4753109,0.27300832,0.47980568,0.48958075,0.52634263,0.5726136,0.50286293,0.5281706,0.45966506,0.57510537,0.5229441,0.5789277,0.25982603,0.48271146,0.43417355,0.522774,0.39721972,0.4792737,0.39277408,0.4114446,0.35393783,0.30270368,0.5478206,0.33642918,0.46511576,0.26691723,0.46003956,0.17318594,0.54758763,0.3811015,0.47380474,0.49880216,0.68890035,0.72659105,0.6968545,0.72123355,0.5061536,0.5079399,0.3010825,0.37952664,0.33371323,0.51798254,0.37490574,0.26754773,0.1617338,0.5286441,0.31544593,0.4822277,0.5162813,0.49378648,0.41655815,0.49876937,0.40656653,0.3294865,0.45736074
1.0,0.5684862,0.5997963,0.5757623,0.51828617,0.5816994,0.57164633,0.4212207,0.48831365,0.40297717,0.53512126,0.522883,0.50085735,0.44714868,0.52212673,0.32122478,0.45568895,0.4861788,0.55371636,0.5859689,0.5126009,0.5604633,0.51506263,0.5461983,0.45753574,0.5734143,0.2306476,0.56253886,0.43685678,0.5438085,0.4090381,0.50995713,0.3886266,0.4062774,0.41055587,0.31995398,0.49920017,0.4029607,0.37695828,0.25867215,0.444864,0.19804262,0.60203123,0.4122609,0.5458828,0.5136765,0.69523233,0.7189704,0.6982899,0.7190067,0.49628076,0.5018863,0.3222842,0.37361485,0.3274337,0.5054859,0.3496225,0.31082895,0.16934541,0.5111742,0.29495755,0.4548378,0.51356125,0.48727724,0.3588521,0.49011326,0.36974114,0.2959192,0.4450352
1.0,0.54103774,0.5521978,0.51689756,0.41260147,0.51008785,0.5317333,0.320884,0.48197895,0.38060206,0.4860296,0.49862215,0.48491392,0.36071667,0.48594484,0.30984545,0.48014137,0.46067283,0.54301894,0.56154853,0.4702581,0.5314939,0.48193154,0.5216782,0.43946353,0.5628073,0.18603058,0.5032452,0.4072172,0.5265223,0.38289365,0.45311677,0.3743102,0.38917118,0.3333428,0.22016227,0.50632316,0.3634147,0.39561817,0.27871364,0.4090056,0.09857203,0.5560418,0.35155094,0.49453717,0.5241811,0.7050585,0.72198486,0.6964459,0.72496325,0.50578964,0.49246952,0.25864673,0.3521284,0.33030763,0.48075157,0.3378733,0.2370768,0.18913263,0.46203837,0.30979386,0.4868932,0.49964637,0.4787259,0.34429204,0.50446206,0.35984984,0.28030175,0.4616995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035504043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
